age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
36,2,266645, 12th,8,0, Machine-op-inspct,1,0,0,0,0,42,0,0
18,2,100863, 12th,8,1, Sales,3,0,1,0,0,15,0,0
55,0,227386, Bachelors,13,0, Prof-specialty,1,0,0,0,0,40,0,1
44,2,315971, Masters,14,1, Other-service,0,0,1,0,0,55,0,0
20,2,177287, HS-grad,9,1, Adm-clerical,0,0,1,0,0,30,0,0
20,2,169022, Some-college,10,1, Exec-managerial,0,0,1,0,0,36,0,0
50,2,205803, Doctorate,16,0, Prof-specialty,1,0,0,0,0,40,0,1
22,0,277700, Some-college,10,1, Tech-support,3,0,0,0,0,20,0,0
24,1,166371, HS-grad,9,1, Craft-repair,5,0,0,0,0,40,0,0
20, ?,295763, Some-college,10,1, ?,3,0,1,0,0,40,0,0
75,1,152519, Doctorate,16,1, Prof-specialty,0,0,0,25124,0,20,0,1
44,2,438696, Bachelors,13,1, Sales,0,0,0,0,0,45,0,0
41,1,34266, 10th,6,0, Exec-managerial,1,0,0,0,0,50,0,0
19,2,136391, HS-grad,9,1, Tech-support,3,0,1,0,0,20,0,0
38,2,435638, Some-college,10,1, Craft-repair,0,0,0,0,1876,40,0,0
23,2,51973, HS-grad,9,1, Other-service,0,1,1,0,0,50,1,0
40,2,109800, HS-grad,9,0, Handlers-cleaners,1,1,0,0,0,40,0,0
41,0,260761, Some-college,10,0, Exec-managerial,1,0,0,0,0,40,0,0
59,2,109015, Some-college,10,1, Prof-specialty,0,0,1,0,0,38,0,1
35,2,272944, Bachelors,13,1, Transport-moving,0,0,0,0,0,40,0,0
35,2,290498, Preschool,1,0, Craft-repair,1,0,0,0,0,38,1,0
25,2,176864, Bachelors,13,1, Exec-managerial,0,0,0,0,0,40,0,0
64,0,169914, Bachelors,13,1, Exec-managerial,0,0,1,0,0,40,0,0
55,2,205759, Doctorate,16,1, Prof-specialty,0,0,0,0,0,40,0,0
63,2,271075, HS-grad,9,0, Craft-repair,1,0,0,0,0,29,0,0
19,2,239995, 11th,7,1, Sales,5,0,0,0,0,16,0,0
27,2,65663, HS-grad,9,1, Machine-op-inspct,3,0,0,0,0,40,0,0
20, ?,259865, Some-college,10,1, ?,3,0,1,0,0,25,1,0
42,1,34722, HS-grad,9,0, Sales,1,0,0,0,0,60,0,0
37,2,225821, Assoc-acdm,12,0, Prof-specialty,1,0,0,0,1485,40,0,1
39,2,191503, 5th-6th,3,0, Machine-op-inspct,1,0,0,0,0,40,0,0
46, ?,110243, Masters,14,0, ?,1,0,0,0,1977,20,0,1
30,1,227429, HS-grad,9,1, Exec-managerial,0,0,0,0,0,45,1,0
52,2,174452, Some-college,10,1, Sales,0,0,1,0,0,40,0,0
27,2,209085, Assoc-voc,11,0, Prof-specialty,1,0,0,0,0,44,0,1
54,2,192386, Some-college,10,0, Prof-specialty,1,0,0,7298,0,38,0,1
19, ?,234877, 11th,7,1, ?,3,0,0,0,0,40,0,0
28,2,320862, Some-college,10,1, Sales,0,0,1,0,0,40,0,0
22,2,535027, Some-college,10,1, Transport-moving,4,1,0,0,0,15,0,0
33,2,137421, Prof-school,15,0, Prof-specialty,1,2,0,0,0,35,1,0
46,2,195727, HS-grad,9,0, Craft-repair,1,0,0,0,0,42,0,0
49,1,163229, 5th-6th,3,0, Craft-repair,1,0,0,0,0,35,0,0
31,2,50753, Some-college,10,0, Craft-repair,1,0,0,0,0,70,0,0
49,2,173503, 12th,8,1, Other-service,4,0,1,0,0,45,0,0
17,0,29078, 11th,7,1, Adm-clerical,3,1,1,0,0,15,0,0
35,2,360743, Bachelors,13,1, Adm-clerical,0,1,0,0,0,55,0,0
39,1,142149, Assoc-acdm,12,0, Exec-managerial,2,0,1,0,0,20,0,1
26,2,464552, 5th-6th,3,1, Handlers-cleaners,0,0,0,0,0,40,1,0
59,2,47444, Some-college,10,0, Transport-moving,1,0,0,0,0,74,0,1
37,2,24721, Some-college,10,1, Other-service,4,0,1,0,0,25,0,0
53,2,187492, Bachelors,13,1, Craft-repair,0,2,1,0,0,40,1,0
50,2,229318, HS-grad,9,0, Machine-op-inspct,1,1,0,0,0,50,1,0
48,2,358382, HS-grad,9,1, Other-service,0,1,0,0,0,52,0,0
60,0,119832, Bachelors,13,0, Prof-specialty,1,0,0,0,0,40,0,0
18,2,414166, 12th,8,1, Other-service,3,1,1,0,0,32,0,0
35,2,147638, HS-grad,9,0, Adm-clerical,2,2,1,0,0,40,1,0
26,1,33016, Assoc-voc,11,1, Other-service,4,0,1,0,0,55,0,0
20, ?,386962, 10th,6,1, ?,3,0,0,0,0,40,1,0
32,2,39248, Bachelors,13,1, Tech-support,0, ?,0,0,0,40,0,0
69,2,232683, Some-college,10,0, Adm-clerical,1,0,0,0,0,15,1,1
31,1,55912, 9th,5,1, Craft-repair,4,0,0,0,0,47,0,0
35,2,113152, HS-grad,9,0, Machine-op-inspct,1,0,0,0,0,40,0,0
65,1,150095, HS-grad,9,0, Transport-moving,1,0,0,0,0,40,0,0
63,2,114424, Some-college,10,1, Machine-op-inspct,5,1,1,0,0,37,0,0
26, ?,408417, Some-college,10,0, ?,1,1,0,0,0,38,0,0
29,2,163167, Bachelors,13,0, Sales,1,0,0,0,0,55,0,1
48,2,86009, Assoc-voc,11,0, Craft-repair,1,0,0,0,0,40,0,1
35,0,316582, HS-grad,9,0, Other-service,2,0,1,7298,0,40,0,1
50,1,165219, Prof-school,15,0, Prof-specialty,2,0,1,0,0,35,0,1
21,2,99829, Some-college,10,1, Sales,0,0,1,0,0,25,0,0
47,2,275095, 9th,5,1, Exec-managerial,4,0,1,0,0,50,0,0
42,2,167650, Some-college,10,0, Machine-op-inspct,1,0,0,0,0,35,0,0
52,1,141820, 10th,6,1, Other-service,3,0,1,0,0,27,0,0
29,2,108253, Bachelors,13,0, Prof-specialty,2, ?,1,0,0,40,0,0
41,2,156526, Some-college,10,1, Handlers-cleaners,0,0,0,0,0,40,0,0
36,1,185366, Some-college,10,1, Sales,0,0,0,0,0,50,0,0
43,1,314739, Some-college,10,0, Exec-managerial,1,0,0,0,0,92,0,1
20,2,336101, Some-college,10,1, Other-service,0,0,1,0,0,30,0,0
38,2,49115, HS-grad,9,0, Transport-moving,1,0,0,0,0,55,0,0
35,1,186488, HS-grad,9,0, Other-service,1,0,0,0,0,50,1,0
18, ?,158826, 12th,8,1, ?,3,1,1,0,0,15,0,0
24,2,218415, 11th,7,1, Handlers-cleaners,5,0,1,0,0,40,0,0
27,2,76978, HS-grad,9,1, Other-service,3,1,1,0,0,40,0,0
47,2,213408, 9th,5,1, Machine-op-inspct,4,0,1,0,0,40,1,0
44,2,181265, Assoc-acdm,12,1, Craft-repair,0,0,0,0,0,50,0,0
18,0,242956, 11th,7,1, Prof-specialty,3,1,1,0,0,40,0,0
30,2,226696, Bachelors,13,0, Sales,1,0,0,0,0,40,0,1
30,2,186932, Some-college,10,0, Sales,1,0,0,0,0,75,0,0
50,0,107079, HS-grad,9,0, Other-service,1,0,0,0,0,40,0,0
32,2,154950, Bachelors,13,0, Craft-repair,1,0,0,0,0,40,0,0
18,2,48597, 11th,7,1, Other-service,3,0,1,0,0,20,0,0
40,2,196344, HS-grad,9,0, Craft-repair,1,0,0,0,1887,45,0,1
37,1,152414, Prof-school,15,0, Prof-specialty,1,0,0,0,0,60,0,1
61,2,222966, 9th,5,1, Other-service,4,1,1,0,0,40,0,0
39,1,272671, Bachelors,13,0, Exec-managerial,1,0,0,0,0,50,0,1
26,2,235520, Bachelors,13,0, Adm-clerical,1,0,0,0,0,40,0,1
30,2,232766, HS-grad,9,1, Other-service,4,0,1,0,0,40,0,0
40,2,309990, HS-grad,9,1, Adm-clerical,0,0,1,8614,0,60,0,1
40,2,95639, HS-grad,9,1, Handlers-cleaners,4,1,0,0,0,45,0,0
20, ?,177161, HS-grad,9,1, ?,3, ?,1,0,0,45,0,0
51,0,133963, HS-grad,9,1, Adm-clerical,0,0,1,0,0,35, ?,0
45,1,240786, Bachelors,13,0, Craft-repair,1,0,0,0,0,40,0,1
44,0,141186, Masters,14,1, Prof-specialty,0,0,1,8614,0,35,0,1
65,2,109221, 7th-8th,4,1, Priv-house-serv,0,0,1,0,3175,60,1,0
29,2,337953, Assoc-voc,11,0, Sales,1,0,0,2885,0,40,0,0
49,0,189762, Some-college,10,1, Exec-managerial,4,0,0,0,0,40,0,0
18, ?,40190, 12th,8,1, ?,3,0,1,0,0,40,0,0
66,2,171824, Some-college,10,1, Prof-specialty,0,0,1,0,0,15,0,0
48,2,83545, Some-college,10,0, Exec-managerial,1,0,0,0,0,65,0,1
28,2,142712, Assoc-acdm,12,0, Sales,1,0,0,0,0,37,0,1
19,2,91893, Some-college,10,1, Handlers-cleaners,3,0,0,0,0,24,0,0
23,2,443701, Some-college,10,1, Adm-clerical,3,1,1,0,0,40,0,0
40,2,438427, Some-college,10,1, Sales,0,1,1,0,0,40,0,0
53,1,69372, Doctorate,16,0, Sales,1,2,0,0,0,40,1,1
49,2,243190, Assoc-voc,11,1, Tech-support,0,0,1,0,0,40,0,0
41,2,109762, HS-grad,9,1, Transport-moving,0,0,0,0,0,45,0,0
22,2,91189, HS-grad,9,1, Sales,3,0,0,0,0,40,0,0
56,0,205805, Bachelors,13,0, Exec-managerial,1,0,0,7688,0,40,0,1
48,0,212050, Some-college,10,0, Prof-specialty,1,0,0,0,0,40,0,1
51,2,152652, Assoc-acdm,12,0, Exec-managerial,1,0,0,0,0,45,0,0
18,2,157193, 12th,8,1, Other-service,3,0,0,0,0,30,1,0
32,2,36592, 11th,7,1, Farming-fishing,4,0,0,0,0,50,0,0
39,2,192664, Some-college,10,1, Machine-op-inspct,3,0,0,0,0,40,0,0
38,0,99280, Some-college,10,1, Adm-clerical,0,0,1,0,0,30,0,0
54,2,168621, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
37,2,127048, Some-college,10,0, Adm-clerical,2,0,1,0,0,40,0,0
29,2,167610, HS-grad,9,1, Machine-op-inspct,4,0,1,0,0,40,0,0
36,2,108320, HS-grad,9,1, Transport-moving,3,0,0,0,0,40,0,0
21,2,369643, HS-grad,9,1, Adm-clerical,3,0,1,0,0,35,0,0
27,2,232388, HS-grad,9,0, Adm-clerical,1,0,0,4386,0,40,0,1
28,2,513719, HS-grad,9,1, Craft-repair,3,0,0,0,0,40,0,0
23,2,27073, Some-college,10,1, Adm-clerical,4, ?,1,0,0,40,0,0
54,2,105428, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
36,2,167284, Assoc-voc,11,1, Craft-repair,0,0,0,0,0,40,0,0
22,2,320615, 7th-8th,4,1, Craft-repair,3,0,0,0,0,35,0,0
27,0,47284, HS-grad,9,1, Protective-serv,0,1,0,0,0,40,0,0
42,2,45156, Some-college,10,0, Craft-repair,1,0,0,0,0,40,0,1
46,2,166269, Some-college,10,1, Sales,4,0,0,0,0,50,0,0
28,0,236418, Some-college,10,1, Exec-managerial,0,1,0,0,0,40,0,0
21,2,311478, HS-grad,9,1, Handlers-cleaners,3,1,0,0,0,45,0,0
50,2,256908, Doctorate,16,0, Sales,1,0,0,0,0,50,0,1
20,2,256796, HS-grad,9,1, Adm-clerical,3,1,1,0,0,40,0,0
27,2,168138, HS-grad,9,1, Machine-op-inspct,0,0,0,0,0,40,0,0
23,2,244413, 12th,8,0, Craft-repair,1,1,0,0,0,30,1,0
66, ?,52728, Bachelors,13,0, ?,1,0,0,0,0,10,0,0
23, ?,223019, Some-college,10,1, ?,3,0,1,0,0,35,0,0
23,2,215443, Some-college,10,1, Other-service,0,0,0,0,0,70,0,0
41,2,99665, 9th,5,0, Tech-support,2,0,1,0,0,80,0,0
39,2,243485, HS-grad,9,0, Handlers-cleaners,1,0,0,0,0,45,0,0
38,2,169872, HS-grad,9,1, Adm-clerical,4,0,1,3887,0,45,0,0
46,2,116338, Masters,14,1, Prof-specialty,0,0,1,0,0,40,0,0
29,2,109989, HS-grad,9,1, Sales,0,0,0,0,0,40,0,0
35,2,144401, Bachelors,13,0, Prof-specialty,2,2,1,0,0,40,1,1
23,0,199555, HS-grad,9,1, Craft-repair,3,0,0,0,1590,40,0,0
33,1,105229, Bachelors,13,0, Exec-managerial,1,0,0,0,0,40,0,0
31,2,185216, Bachelors,13,0, Exec-managerial,1,0,0,0,0,40,0,1
52,2,155278, HS-grad,9,0, Transport-moving,1,0,0,0,0,40,0,0
28,2,371408, Bachelors,13,1, Prof-specialty,0,0,0,0,0,47,0,0
56,2,177271, Masters,14,0, Exec-managerial,1,0,0,0,0,50,0,1
38,2,234891, Some-college,10,1, Handlers-cleaners,0,1,1,0,0,40,0,0
21,2,356286, HS-grad,9,1, Other-service,0,1,0,0,0,40,0,0
60, ?,225894, Preschool,1,1, ?,0,0,1,0,0,40,1,0
19,2,181781, 11th,7,1, Other-service,3,0,1,0,0,28,0,0
23,2,197756, Some-college,10,0, Sales,2,0,1,0,0,35,0,0
69,0,216269, Assoc-acdm,12,1, Adm-clerical,4,0,1,0,0,40,0,0
50,2,33931, HS-grad,9,1, Craft-repair,0,0,0,0,0,40,0,0
46,2,151584, Bachelors,13,0, Sales,1,0,0,0,0,30,0,1
53,2,286085, Some-college,10,1, Sales,0,0,1,0,0,40,0,0
56,1,111385, Bachelors,13,0, Prof-specialty,1,0,0,0,0,45,0,0
35,2,280966, Bachelors,13,1, Sales,0,0,0,0,0,40,0,0
30,2,221178, HS-grad,9,1, Other-service,5,0,0,0,0,28,0,0
60,2,74422, 5th-6th,3,0, Farming-fishing,1,0,0,0,0,44,1,0
21,2,103031, Some-college,10,0, Prof-specialty,1,0,0,0,0,20,0,0
46,0,209739, 10th,6,0, Farming-fishing,1,0,0,0,0,38,0,0
23,0,112137, Bachelors,13,1, Prof-specialty,0, ?,1,0,0,40,1,0
26,2,138537, 11th,7,1, Exec-managerial,0,1,0,0,0,50,0,0
72,2,135378, 7th-8th,4,1, Other-service,4,1,1,0,0,20,0,0
48,2,175006, 1st-4th,2,1, Machine-op-inspct,5,1,0,0,0,48,0,0
26,2,182194, Assoc-acdm,12,1, Other-service,0,0,1,0,0,40,0,0
20,2,194686, Some-college,10,1, Handlers-cleaners,5,0,0,0,0,15,0,0
27,2,70034, Some-college,10,1, Other-service,0,0,0,0,0,40,0,0
53,0,439263, Bachelors,13,0, Adm-clerical,1,1,0,0,0,40,0,1
72,2,74749, HS-grad,9,0, Sales,2,0,1,0,0,17,0,0
26,2,231638, Masters,14,1, Prof-specialty,0,0,1,0,0,40,0,0
50,2,197623, HS-grad,9,1, Other-service,0,0,1,0,0,32,0,0
22, ?,148409, Some-college,10,1, ?,3,0,0,0,1721,40,0,0
17, ?,40299, 10th,6,1, ?,0,0,1,0,0,30,0,0
46,1,96260, Bachelors,13,1, Exec-managerial,0,0,0,0,0,20,0,0
47,1,62143, Masters,14,0, Exec-managerial,2,0,1,15024,0,40,0,1
22,2,193027, HS-grad,9,1, Sales,4,0,1,0,0,30,0,0
24, ?,334105, 11th,7,1, ?,0,0,1,0,0,30,0,0
46,2,31411, 11th,7,0, Other-service,2,0,1,0,0,40, ?,0
60,2,140516, Some-college,10,1, Exec-managerial,0,0,1,0,0,40,0,0
51,2,155963, 9th,5,1, Transport-moving,3,0,0,0,0,40,0,0
58,1,119891, Masters,14,0, Machine-op-inspct,1,0,0,0,0,35,0,1
32,2,206609, HS-grad,9,1, Craft-repair,3,0,0,0,0,40,0,0
41,2,425444, Bachelors,13,0, Prof-specialty,2,0,1,15024,0,50,0,1
52,2,114674, Bachelors,13,0, Prof-specialty,1,0,0,0,0,52,0,1
54,0,57679, HS-grad,9,1, Adm-clerical,4,1,0,0,0,40,0,0
48,2,213140, Assoc-acdm,12,0, Sales,1,0,0,0,0,60,0,1
52,0,295494, Assoc-voc,11,1, Adm-clerical,0,1,1,0,0,40,0,0
46,2,182862, Bachelors,13,0, Exec-managerial,1,0,0,0,0,32,0,0
50,2,178529, 11th,7,1, Protective-serv,0,0,1,0,0,40,0,0
36,2,214031, 10th,6,0, Transport-moving,1,0,0,0,0,80,0,0
17,2,350538, 10th,6,1, Other-service,0,0,0,0,0,25,0,0
29,2,238073, Some-college,10,1, Machine-op-inspct,5,0,0,0,0,40,1,0
29,2,194640, HS-grad,9,1, Craft-repair,3,0,0,0,0,40,0,0
39,1,139770, Masters,14,0, Exec-managerial,2,0,1,0,0,30,0,1
21,2,164177, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
62,2,99470, HS-grad,9,0, Exec-managerial,1,0,0,0,0,45,0,1
61,2,359367, Some-college,10,1, Exec-managerial,0,0,1,0,0,40,0,0
72,0,45612, Assoc-acdm,12,1, Prof-specialty,4,1,1,0,0,16,0,0
33,2,127651, Bachelors,13,0, Exec-managerial,1,0,0,0,0,55,0,1
34,2,193132, HS-grad,9,1, Machine-op-inspct,0,0,1,0,0,50,0,0
26,0,314798, Some-college,10,1, Protective-serv,0,0,0,0,0,60,0,1
33,2,108438, Some-college,10,0, Exec-managerial,1,0,0,0,0,60,0,1
41,2,165815, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,1
18, ?,136172, 11th,7,1, ?,3,0,0,0,0,35,0,0
24,2,127159, Some-college,10,1, Other-service,5,0,1,0,0,24, ?,0
18, ?,220168, Some-college,10,1, ?,3,0,0,0,0,16,0,0
55,2,127677, Some-college,10,0, Transport-moving,1,0,0,0,0,60,0,0
42,2,119941, HS-grad,9,1, Exec-managerial,0,0,1,0,0,40,0,0
32,2,93699, HS-grad,9,1, Machine-op-inspct,4,0,1,0,0,40,0,0
46,0,196649, HS-grad,9,1, Adm-clerical,4,0,0,0,0,40,0,0
18,2,332763, HS-grad,9,1, Exec-managerial,5,0,1,0,0,40,0,0
36,2,158363, HS-grad,9,1, Machine-op-inspct,0,0,0,0,0,50,0,0
38,2,249039, Assoc-acdm,12,0, Tech-support,1,0,0,3103,0,40,0,1
39,2,454585, 5th-6th,3,0, Farming-fishing,1,0,0,0,0,54,1,0
31,2,121321, HS-grad,9,0, Farming-fishing,1,0,0,0,0,40,0,0
40,2,229148, HS-grad,9,1, Craft-repair,0,1,0,0,0,40,0,0
18,2,221284, HS-grad,9,1, Sales,3,0,0,0,0,64,0,0
38,2,428251, Some-college,10,1, Craft-repair,4,0,0,0,0,40,0,0
47,1,77660, Some-college,10,0, Exec-managerial,1,0,0,15024,0,50,0,1
21,2,139722, HS-grad,9,1, Craft-repair,0,0,0,0,0,40,1,0
33,0,171151, HS-grad,9,1, Adm-clerical,0,1,1,0,0,40,0,0
51,2,94819, Masters,14,0, Sales,1,0,0,0,0,30,0,0
44,2,214546, Some-college,10,0, Transport-moving,1,0,0,0,0,48,0,1
45,1,190482, HS-grad,9,0, Craft-repair,1,0,0,0,0,45,0,0
22,2,283029, 9th,5,1, Craft-repair,3,0,0,0,0,54,0,0
48, ?,142719, HS-grad,9,0, ?,1,0,0,0,0,48,0,1
40,2,244172, 5th-6th,3,0, Craft-repair,1,0,0,0,0,40,0,0
26,0,120238, Assoc-voc,11,1, Adm-clerical,4,0,0,0,0,40,0,0
29,2,66095, Some-college,10,0, Tech-support,1,0,0,0,0,50,0,0
46,2,129232, Bachelors,13,0, Sales,1,0,0,0,0,55,0,1
41,2,44121, Some-college,10,0, Other-service,2,0,1,0,0,40,0,0
31,2,243678, Some-college,10,1, Exec-managerial,0,0,1,0,0,40,0,0
34,2,118786, Bachelors,13,1, Sales,0,0,0,0,0,20,0,0
39,1,176900, HS-grad,9,0, Other-service,1,0,0,0,0,50,0,1
50,2,155574, Assoc-acdm,12,0, Transport-moving,1,0,0,0,0,55,0,1
41,2,76625, Assoc-acdm,12,0, Prof-specialty,1,0,0,0,0,40,0,1
18,2,192254, Some-college,10,1, Sales,5,0,1,0,0,15,0,0
35,2,238802, HS-grad,9,1, Other-service,3,0,0,0,0,20,0,0
22,2,247731, Some-college,10,1, Adm-clerical,3,0,1,0,0,40,0,0
18,2,397606, HS-grad,9,1, Craft-repair,3,0,0,0,0,40,0,0
23, ?,370057, Some-college,10,1, ?,4,0,1,0,0,40,0,0
62, ?,190873, Bachelors,13,0, ?,2,0,1,0,0,40,0,0
50,0,145879, Masters,14,0, Prof-specialty,1,0,0,7688,0,40,0,1
52,2,618130, HS-grad,9,1, Other-service,3,1,1,0,0,40,0,0
24,2,542762, Bachelors,13,1, Sales,5,1,0,0,0,50,0,0
31,2,144124, Some-college,10,1, Prof-specialty,0,0,1,0,0,40,0,0
28,2,190539, Bachelors,13,1, Prof-specialty,0,0,0,0,0,50,0,0
33,2,92462, Assoc-acdm,12,1, Sales,4,1,0,0,0,32,0,0
48,2,129974, Bachelors,13,1, Exec-managerial,0,0,1,0,0,40,0,0
62,0,254890, HS-grad,9,0, Adm-clerical,1,0,0,0,0,40,0,0
51,2,261207, HS-grad,9,0, Other-service,1,0,0,0,0,40,1,1
39,1,206362, Assoc-voc,11,0, Craft-repair,1,0,0,0,0,40,0,0
51,2,27804, Some-college,10,1, Priv-house-serv,4,1,1,0,0,35,0,0
57,1,771836, Assoc-acdm,12,1, Prof-specialty,4,0,0,0,0,40,0,0
29,2,101108, HS-grad,9,1, Other-service,0,0,1,0,0,15,0,0
49,2,255466, Some-college,10,1, Adm-clerical,0,0,1,0,0,43,0,0
30,0,204494, Some-college,10,0, Craft-repair,1,0,0,3137,0,70,1,0
53,2,271918, 9th,5,0, Transport-moving,1,1,0,0,0,40,0,0
17,2,152619, 12th,8,1, Other-service,3,0,0,0,0,20,0,0
59,2,107318, HS-grad,9,0, Transport-moving,1,0,0,0,0,50,0,0
23,2,130773, Bachelors,13,1, Exec-managerial,4,0,0,0,0,40,0,0
20, ?,117210, Some-college,10,1, ?,3,0,0,0,0,40,0,0
48,2,148549, Assoc-acdm,12,0, Machine-op-inspct,1,0,0,0,0,50,0,0
64,2,181530, Prof-school,15,0, Prof-specialty,1,0,0,0,0,40,0,1
37,2,365739, Assoc-acdm,12,0, Tech-support,1,0,0,0,0,40,0,1
54,0,182429, HS-grad,9,1, Transport-moving,4,0,1,0,0,38,0,0
41,2,381510, Some-college,10,1, Other-service,3,0,0,0,0,50,0,0
45,1,116789, HS-grad,9,0, Craft-repair,1,0,0,0,0,60,0,0
36,1,196554, HS-grad,9,0, Craft-repair,1,0,0,0,0,46,0,1
27,2,335878, Assoc-acdm,12,0, Transport-moving,1,1,0,0,0,45,0,0
25,2,184120, Bachelors,13,1, Exec-managerial,0,0,0,0,0,45,0,0
39,2,260084, Some-college,10,1, Adm-clerical,4,0,1,0,0,24,0,0
44,2,160369, HS-grad,9,0, Craft-repair,1,0,0,0,0,60,0,0
22,2,164901, 11th,7,1, Craft-repair,5,0,0,0,0,40,0,0
21, ?,96844, HS-grad,9,0, ?,5,0,1,0,0,40,0,0
56,2,124566, 5th-6th,3,1, Machine-op-inspct,0,0,1,0,0,40,0,0
30,2,473133, Some-college,10,0, Sales,1,0,0,0,0,50,0,0
44,2,335223, HS-grad,9,0, Handlers-cleaners,1,0,0,0,0,40,0,1
53,2,380086, HS-grad,9,0, Exec-managerial,1,0,0,7688,0,48,0,1
32,2,198265, 1st-4th,2,1, Exec-managerial,3,0,0,0,0,21,0,0
33, ?,32207, HS-grad,9,1, ?,0,0,0,0,0,75,0,0
60,2,288684, 5th-6th,3,1, Machine-op-inspct,4,0,0,0,0,40,0,0
35,2,302604, Assoc-voc,11,0, Adm-clerical,2,0,1,0,0,40,0,1
58,2,170290, HS-grad,9,1, Other-service,0,0,0,0,0,35,0,0
53,1,195398, Some-college,10,0, Sales,1,0,0,0,1887,48,1,1
54,0,256923, Some-college,10,0, Exec-managerial,2,0,1,0,0,40,0,1
26,2,464552, 9th,5,1, Handlers-cleaners,3,0,0,0,0,45,1,0
27,2,112754, Some-college,10,0, Machine-op-inspct,1,1,0,0,0,56,0,0
59,2,176118, Masters,14,0, Prof-specialty,1,0,0,0,0,7,0,1
63, ?,316627, 10th,6,0, ?,1,0,0,0,0,10,0,0
70,2,146628, HS-grad,9,0, Transport-moving,1,0,0,3471,0,33,0,0
26,2,108822, HS-grad,9,1, Transport-moving,4,0,0,0,0,40,0,0
28,2,208608, HS-grad,9,0, Adm-clerical,2,0,1,0,0,30,0,0
22,2,317019, 11th,7,1, Other-service,4,0,1,0,0,20,0,0
24,2,250978, Some-college,10,1, Transport-moving,0,1,0,0,0,75,0,0
46,2,224559, HS-grad,9,0, Transport-moving,1,1,0,0,0,40,0,1
56,0,138593, Assoc-acdm,12,1, Prof-specialty,0,0,1,0,0,40,0,0
37,2,175614, 10th,6,1, Other-service,4,0,1,0,0,40,0,0
24,2,396099, Some-college,10,1, Adm-clerical,0,0,1,0,0,40,0,0
39,2,122493, HS-grad,9,0, Craft-repair,1,0,0,7298,0,40,0,1
53,0,182677, Bachelors,13,0, Protective-serv,1,2,0,0,0,50,1,0
57,0,247624, Masters,14,0, Exec-managerial,1,0,0,0,0,40,0,1
36,2,210458, HS-grad,9,0, Exec-managerial,1,0,0,0,0,60,1,0
25,2,91639, Bachelors,13,1, Sales,0,0,1,0,0,45,0,0
29,2,334096, HS-grad,9,1, Handlers-cleaners,0,0,1,0,0,25,0,0
21, ?,183945, Some-college,10,1, ?,3,0,1,0,0,35,0,0
47,2,78022, Assoc-acdm,12,0, Sales,1,0,0,0,0,50,0,0
51,1,318351, HS-grad,9,1, Adm-clerical,0,0,1,0,1741,40,0,0
23,2,233280, Bachelors,13,1, Adm-clerical,0,0,1,8614,0,70,0,1
22,2,100188, Some-college,10,1, Prof-specialty,3,0,1,0,0,20,0,0
29,2,85572, Bachelors,13,1, Exec-managerial,5,0,1,0,0,40,0,0
50,1,61735, Some-college,10,0, Other-service,1,0,0,0,0,25,0,1
23,2,206827, Assoc-acdm,12,1, Prof-specialty,0,0,1,0,0,50,0,0
21,2,210053, Some-college,10,1, Adm-clerical,3,0,1,0,0,40,0,0
38,0,172016, Bachelors,13,1, Prof-specialty,3,1,1,0,0,40,0,0
19, ?,138153, Some-college,10,1, ?,3,0,1,0,0,40,0,0
31, ?,183855, 11th,7,1, ?,4,0,1,0,0,20,0,0
30,2,188362, HS-grad,9,0, Exec-managerial,1,0,0,5178,0,40,0,1
42,2,191429, HS-grad,9,0, Sales,1,0,0,15024,0,60,0,1
52,2,357596, HS-grad,9,1, Adm-clerical,4,0,0,0,0,40,0,0
25,0,278404, Bachelors,13,1, Exec-managerial,0,0,0,0,0,40,0,0
20,2,180339, HS-grad,9,1, Other-service,5,0,1,0,0,35,0,0
43,2,355431, Some-college,10,1, Handlers-cleaners,0,1,0,0,0,40,0,0
33,2,223212, Some-college,10,1, Handlers-cleaners,5,0,0,0,0,40,1,0
34,2,116371, HS-grad,9,1, Other-service,0,0,1,0,0,38,0,0
41, ?,199018, Some-college,10,1, ?,0,0,0,0,1504,40,0,0
43,2,435266, Doctorate,16,1, Exec-managerial,0,0,1,14084,0,60,0,1
61,2,345697, HS-grad,9,0, Prof-specialty,1,0,0,3103,0,40,0,1
49,2,253973, 10th,6,1, Exec-managerial,0,0,1,0,0,40,0,0
42, ?,191149, Bachelors,13,0, ?,2,0,1,0,0,28,0,1
42,2,197344, HS-grad,9,0, Other-service,1,0,0,0,0,45,0,0
23,2,437161, Some-college,10,1, Other-service,4,1,1,0,0,40,0,0
72, ?,94268, HS-grad,9,0, ?,1,0,0,0,0,8,0,0
50,1,207841, Some-college,10,0, Exec-managerial,1,0,0,7298,0,45,0,1
34,2,46492, HS-grad,9,0, Craft-repair,1,0,0,0,0,50,0,1
47,0,190325, Some-college,10,1, Tech-support,4,1,1,0,0,48,0,0
48,2,158944, HS-grad,9,1, Craft-repair,0,0,1,0,0,60,0,1
